timestamp,value
2021-01-04 00:00:00,122
2021-01-04 00:00:03,68
2021-01-04 00:00:04,35
2021-01-04 00:00:11,117
2021-01-04 00:00:12,118
2021-01-04 00:00:20,72
2021-01-04 00:00:22,109
2021-01-04 00:00:23,72
2021-01-04 00:00:24,126
2021-01-04 00:00:31,58
2021-01-04 00:00:33,70
2021-01-04 00:00:34,43
2021-01-04 00:00:35,116
2021-01-04 00:00:39,19
2021-01-04 00:00:41,38
2021-01-04 00:00:42,23
2021-01-04 00:00:44,141
2021-01-04 00:00:48,94
2021-01-04 00:00:49,121
2021-01-04 00:00:53,13
2021-01-04 00:00:54,1
2021-01-04 00:00:57,0
2021-01-04 00:00:58,44
2021-01-04 00:01:01,145
2021-01-04 00:01:02,70
2021-01-04 00:01:03,107
2021-01-04 00:01:05,149
2021-01-04 00:01:10,59
2021-01-04 00:01:16,103
2021-01-04 00:01:17,43
2021-01-04 00:01:19,98
2021-01-04 00:01:24,16
2021-01-04 00:01:26,95
2021-01-04 00:01:27,132
2021-01-04 00:01:28,78
2021-01-04 00:01:29,18
2021-01-04 00:01:30,17
2021-01-04 00:01:31,48
2021-01-04 00:01:32,106
2021-01-04 00:01:35,88
2021-01-04 00:01:36,126
2021-01-04 00:01:37,23
2021-01-04 00:01:41,100
2021-01-04 00:01:42,134
2021-01-04 00:01:43,132
2021-01-04 00:01:44,144
2021-01-04 00:01:45,38
2021-01-04 00:01:46,49
2021-01-04 00:01:48,54
2021-01-04 00:01:49,101
2021-01-04 00:01:50,87
2021-01-04 00:01:51,149
2021-01-04 00:01:52,45
2021-01-04 00:01:53,43
2021-01-04 00:01:54,37
2021-01-04 00:01:55,126
2021-01-04 00:01:57,124
2021-01-04 00:01:58,12
2021-01-04 00:01:59,102
2021-01-04 00:02:01,137
2021-01-04 00:02:02,68
2021-01-04 00:02:04,42
2021-01-04 00:02:07,99
2021-01-04 00:02:08,8
2021-01-04 00:02:09,32
2021-01-04 00:02:14,25
2021-01-04 00:02:15,61
2021-01-04 00:02:17,46
2021-01-04 00:02:19,121
2021-01-04 00:02:20,143
2021-01-04 00:02:22,119
2021-01-04 00:02:23,86
2021-01-04 00:02:24,41
2021-01-04 00:02:25,120
2021-01-04 00:02:27,139
2021-01-04 00:02:29,9
2021-01-04 00:02:31,110
2021-01-04 00:02:34,146
2021-01-04 00:02:38,93
2021-01-04 00:02:41,35
2021-01-04 00:02:42,93
2021-01-04 00:02:44,70
2021-01-04 00:02:51,105
2021-01-04 00:02:52,114
2021-01-04 00:02:55,53
2021-01-04 00:02:56,92
2021-01-04 00:02:59,112
2021-01-04 00:03:00,115
2021-01-04 00:03:02,79
2021-01-04 00:03:03,82
2021-01-04 00:03:06,114
2021-01-04 00:03:10,37
2021-01-04 00:03:11,21
2021-01-04 00:03:13,3
2021-01-04 00:03:15,141
2021-01-04 00:03:16,10
2021-01-04 00:03:17,73
2021-01-04 00:03:18,43
2021-01-04 00:03:19,106
2021-01-04 00:03:21,114
2021-01-04 00:03:24,62
2021-01-04 00:03:26,77
2021-01-04 00:03:30,33
2021-01-04 00:03:31,44
2021-01-04 00:03:33,92
2021-01-04 00:03:34,8
2021-01-04 00:03:38,24
2021-01-04 00:03:39,48
2021-01-04 00:03:42,42
2021-01-04 00:03:45,102
2021-01-04 00:03:46,7
2021-01-04 00:03:53,119
2021-01-04 00:03:57,49
2021-01-04 00:03:58,125
2021-01-04 00:03:59,44
2021-01-04 00:04:01,1
2021-01-04 00:04:10,66
2021-01-04 00:04:12,22
2021-01-04 00:04:13,69
2021-01-04 00:04:16,70
2021-01-04 00:04:20,149
2021-01-04 00:04:22,3
2021-01-04 00:04:23,15
2021-01-04 00:04:24,43
2021-01-04 00:04:25,1
2021-01-04 00:04:26,9
2021-01-04 00:04:27,21
2021-01-04 00:04:28,6
2021-01-04 00:04:30,42
2021-01-04 00:04:31,115
2021-01-04 00:04:32,136
2021-01-04 00:04:34,70
2021-01-04 00:04:37,31
2021-01-04 00:04:38,102
2021-01-04 00:04:40,92
2021-01-04 00:04:42,67
2021-01-04 00:04:44,119
2021-01-04 00:04:45,42
2021-01-04 00:04:46,116
2021-01-04 00:04:48,40
2021-01-04 00:04:51,98
2021-01-04 00:04:55,129
2021-01-04 00:04:57,12
2021-01-04 00:04:58,70
2021-01-04 00:05:00,145
2021-01-04 00:05:01,144
2021-01-04 00:05:03,109
2021-01-04 00:05:04,89
2021-01-04 00:05:05,146
2021-01-04 00:05:06,25
2021-01-04 00:05:07,126
2021-01-04 00:05:08,93
2021-01-04 00:05:09,141
2021-01-04 00:05:11,12
2021-01-04 00:05:12,43
2021-01-04 00:05:13,26
2021-01-04 00:05:14,140
2021-01-04 00:05:16,116
2021-01-04 00:05:17,6
2021-01-04 00:05:21,88
2021-01-04 00:05:23,62
2021-01-04 00:05:24,108
2021-01-04 00:05:26,91
2021-01-04 00:05:27,52
2021-01-04 00:05:28,29
2021-01-04 00:05:30,110
2021-01-04 00:05:33,37
2021-01-04 00:05:38,21
2021-01-04 00:05:42,29
2021-01-04 00:05:44,105
2021-01-04 00:05:47,10
2021-01-04 00:05:49,58
2021-01-04 00:05:50,42
2021-01-04 00:05:51,84
2021-01-04 00:05:53,108
2021-01-04 00:05:55,82
2021-01-04 00:05:58,126
2021-01-04 00:05:59,31
2021-01-04 00:06:01,99
2021-01-04 00:06:02,59
2021-01-04 00:06:05,149
2021-01-04 00:06:06,1
2021-01-04 00:06:09,21
2021-01-04 00:06:11,132
2021-01-04 00:06:13,46
2021-01-04 00:06:17,117
2021-01-04 00:06:18,44
2021-01-04 00:06:19,61
2021-01-04 00:06:20,127
2021-01-04 00:06:22,8
2021-01-04 00:06:23,6
2021-01-04 00:06:24,107
2021-01-04 00:06:25,16
2021-01-04 00:06:27,20
2021-01-04 00:06:28,19
2021-01-04 00:06:31,140
2021-01-04 00:06:34,79
2021-01-04 00:06:35,96
2021-01-04 00:06:36,128
2021-01-04 00:06:37,127
2021-01-04 00:06:38,56
2021-01-04 00:06:39,38
2021-01-04 00:06:40,103
2021-01-04 00:06:41,74
2021-01-04 00:06:42,2
2021-01-04 00:06:45,54
2021-01-04 00:06:46,77
2021-01-04 00:06:48,63
2021-01-04 00:06:52,95
2021-01-04 00:06:53,104
2021-01-04 00:06:56,128
2021-01-04 00:06:57,62
2021-01-04 00:06:59,108
2021-01-04 00:07:02,111
2021-01-04 00:07:03,117
2021-01-04 00:07:06,102
2021-01-04 00:07:08,149
2021-01-04 00:07:10,20
2021-01-04 00:07:11,61
2021-01-04 00:07:16,75
2021-01-04 00:07:17,17
2021-01-04 00:07:18,50
2021-01-04 00:07:19,116
2021-01-04 00:07:21,83
2021-01-04 00:07:22,34
2021-01-04 00:07:24,39
2021-01-04 00:07:25,100
2021-01-04 00:07:27,81
2021-01-04 00:07:29,52
2021-01-04 00:07:32,100
2021-01-04 00:07:34,23
2021-01-04 00:07:35,116
2021-01-04 00:07:37,44
2021-01-04 00:07:38,148
2021-01-04 00:07:39,124
2021-01-04 00:07:40,26
2021-01-04 00:07:41,85
2021-01-04 00:07:42,122
2021-01-04 00:07:44,91
2021-01-04 00:07:45,46
2021-01-04 00:07:46,77
2021-01-04 00:07:47,62
2021-01-04 00:07:48,14
2021-01-04 00:07:49,145
2021-01-04 00:07:50,118
2021-01-04 00:07:51,88
2021-01-04 00:07:52,105
2021-01-04 00:07:53,64
2021-01-04 00:07:54,109
2021-01-04 00:07:56,76
2021-01-04 00:07:57,49
2021-01-04 00:07:58,53
2021-01-04 00:07:59,71
2021-01-04 00:08:01,7
2021-01-04 00:08:02,131
2021-01-04 00:08:04,111
2021-01-04 00:08:05,70
2021-01-04 00:08:07,72
2021-01-04 00:08:08,2
2021-01-04 00:08:09,148
2021-01-04 00:08:10,15
2021-01-04 00:08:11,55
2021-01-04 00:08:12,2
2021-01-04 00:08:14,94
2021-01-04 00:08:18,66
2021-01-04 00:08:19,73
2021-01-04 00:08:22,88
2021-01-04 00:08:24,40
2021-01-04 00:08:25,52
2021-01-04 00:08:28,26
2021-01-04 00:08:29,60
2021-01-04 00:08:30,102
2021-01-04 00:08:32,44
2021-01-04 00:08:33,69
2021-01-04 00:08:34,28
2021-01-04 00:08:36,7
2021-01-04 00:08:37,101
2021-01-04 00:08:39,96
2021-01-04 00:08:40,81
2021-01-04 00:08:42,28
2021-01-04 00:08:43,127
2021-01-04 00:08:44,133
2021-01-04 00:08:45,108
2021-01-04 00:08:51,38
2021-01-04 00:08:52,142
2021-01-04 00:08:55,141
2021-01-04 00:08:56,40
2021-01-04 00:09:03,113
2021-01-04 00:09:04,10
2021-01-04 00:09:06,114
2021-01-04 00:09:08,38
2021-01-04 00:09:09,124
2021-01-04 00:09:10,93
2021-01-04 00:09:16,123
2021-01-04 00:09:20,125
2021-01-04 00:09:21,132
2021-01-04 00:09:22,1
2021-01-04 00:09:23,145
2021-01-04 00:09:24,119
2021-01-04 00:09:25,9
2021-01-04 00:09:27,92
2021-01-04 00:09:32,36
2021-01-04 00:09:33,51
2021-01-04 00:09:35,15
2021-01-04 00:09:37,59
2021-01-04 00:09:38,30
2021-01-04 00:09:41,63
2021-01-04 00:09:42,99
2021-01-04 00:09:43,122
2021-01-04 00:09:45,135
2021-01-04 00:09:48,9
2021-01-04 00:09:49,84
2021-01-04 00:09:50,132
2021-01-04 00:09:52,59
2021-01-04 00:09:53,14
2021-01-04 00:09:56,103
2021-01-04 00:10:02,140
2021-01-04 00:10:09,89
2021-01-04 00:10:11,26
2021-01-04 00:10:12,61
2021-01-04 00:10:14,44
2021-01-04 00:10:16,20
2021-01-04 00:10:18,28
2021-01-04 00:10:20,60
2021-01-04 00:10:21,80
2021-01-04 00:10:24,99
